username,date,tweet,sentiment,lat,lon,location
catflies_,"Jan,28","Cari perkara, diladenin jiper!
-
Ya gitu kalo bibit cambah gagal tumbuh.",neg,-0.789275,113.921,Indonesia
GerakanEmas2030,"Jan,28",Salah satu penyebab utama masih tingginya anak #stunting atau gagal tumbuh akibat kekurangan gizi kronis berkelanjutan adalah perilaku orang tua. pic.twitter.com/48ErgfJWfc,neg,-0.789275,113.921,Indonesia
EdySuroso16,"Jan,26","Satu dari tiga anak Indonesia gagal tumbuh atau menderita kondisi yang disebut stunting. 
(@prabowo) 

#2019PrabowoPresidenRI
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI pic.twitter.com/E21FMQvu4N",neg,0.0,0.0,
amanpulungan,"Jan,26","#stunting merupakan isu nasional saat ini. Namun banyak gagal paham antara Anak Stunting, pendek, kerdil, gizi buruk dan gagal tumbuh. Masalah lain kita harus memakai chart WHO untuk menentukan Stunting, bukan chart Indonesia @idai_tweets pic.twitter.com/EfWpBgMzrH",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
Gerindra,"Jan,25",Semangat memerangi stunting atau gagal tumbuh pada anak-anak terus menjadi perjuangan Gerindra sejak 2008 silam. #PrabowoSandiPeduliGizi,neg,-0.789275,113.921,Indonesia
korantempo,"Jan,18",Benih Kapas Pertama yang Ditanam Cina di Bulan Gagal Tumbuh dunia.tempo.co/read/1166437/bâ€¦,neg,-0.789275,113.921,Indonesia
airaanr,"Jan,16","fyi toxo itu yg bs menyebabkan hamil anggur (janin gagal tumbuh). dosenku nyaranin kalo nnti saat2 mau hamil atau skrg pun cek ke dokter, gitu sih.
btw toxo ga bs di hilangkan. tp bisa di kristalkan, jd misal ada virus toxo di tubuh 12.000 virus, saat minum obat bs berkurang jd-",neg,-0.789275,113.921,Indonesia
Senyap17,"Jan,15","5. ""Stunting adalah perawakan pendek yang disebabkan asupan nutrisi kurang atau kondisi kesehatan kurang baik. Ini persoalan anak gagal tumbuh seperti seharusnya karena kekurangan gizi,"" #01JokowinPasti pic.twitter.com/7hiW4hqM9B",neg,-6.18051,106.828,Jakarta Pusat Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta Indonesia
profatitties,"Jan,14",Wkwkwk gue lagi ngomongin prabowo yang bilang anak2 gagal tumbuh gara2 maknya kurang protein :)),neg,40.2672,-86.1349,Indiana Amerika Serikat
pantau_com,"Jan,14","Soroti Masalah Anak Indonesia Gagal Tumbuh, Ini Janji Prabowo Jika Terpilih di Pilpres dlvr.it/QwhgcQ #pantaucom #orasiprabowo #pidatokebangsaan #stunting #pilpres2019",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
ekowBoy,"Feb,11","Wapres, Mendagri, KPK akui kebocoran
Remisi pembunuh wartawan direvisi
Bos Saracen sudah terungkap
Ekonomi gagal tumbuh 7%
Dolar gak mau turun
Utang nambah terus
Tiket pesawat mahal
Tarif tol tinggi 
Impor menggila

PAKDE JAE CUMA BISA KAGET!! 
#JgnPilihCapresKagetan pic.twitter.com/SJKq7WfoPb",neg,0.0,0.0,
GerakanEmas2030,"Feb,28",ã…¤Wajar jika para calon pemimpin kita sangat mengkhawatirkan masa depan bangsa mengingat masih tingginya angka anak-anak penderita stunting atau gagal tumbuh akibat kekurangan gizi kronis berkelanjutan. pic.twitter.com/OkKIEhVmvc,neg,-0.789275,113.921,Indonesia
UdahGakBacotx,"Feb,28","masa sih?
skrng mah di era Jokowi udh gak ada mas tenang aja?
gagal tumbuh? Jokowi fokus pengentasan stunting, angka cek di google
hutang RS? ada puluhan juta KIS disebarkan
sanitasi? cek prog sanitasi era Jokowi ya
bimbingan mah tinggal googling
kalau si mas gk males",neg,0.5435439999999999,123.057,Gorontalo Kota Gorontalo Gorontalo Indonesia
kenneth_aurelio,"Feb,27","Ada ayah pergi jual hasil buni dr ladang yg hanya 1 hektar dan pulang setelah 1 mgg krn terhambat tidak adanya jalan yg memadai. lalu ia kaget 1 dari 3 anaknya gagal tumbuh, kelaparan di rumahnya level serius, keluargapun berhutang ke banyak tetangga.",neg,-0.789275,113.921,Indonesia
fathan963,"Feb,27","Dan anak yang gagal tumbuh itu sudah jadi politisi abal-abal, S1 tidak lulus, S2 pakai surat sakti.
Dialah sang bola api salju @budimandjatmiko

Ayahnya kini menyesal, ingin bunuh diri.

Agar Indonesia adil makmur, pastikan #2019GantiPresiden",neg,-0.789275,113.921,Indonesia
umaleao,"Feb,27","Ada ayah mau antarkan makanan dan obat ke rumah. Tapi karena jauh dan tidak ada jalan tol, dia harus menempuh perjalanan berhari hari sehingga anaknya gagal tumbuh dan mati. Gamal. Gagal Maning Lek twitter.com/Gamal_Albinsaiâ€¦",neg,41.5454,-8.42651,Braga Distrik Braga Portugal
budimandjatmiko,"Feb,27","Lebih parah lagi: tdk ada kausalitas dan bersifat partial truth. Apa sebab akibatnya bapaknya kerja di jalan tol dan anaknya gagal tumbuh? Kausalitasnya dipaksakan, kebenarannya dimutilasi. Hasilnya? Monster twitter.com/RWibiSono08/stâ€¦",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
ngonlain,"Feb,27","Kalah kelas, ya?
????????????????????
Ada ayah, yg sepulang dr membangun jln tol, kaget masing-masing dr 3 anaknya ada yg gagal tumbuh, kelaparan serius, berhutang di banyak RS, tak punya improved sanitation, & 1 dr 4 anaknya (3 atau 4?) tak punya air minum yg aman.
Dan, tol yg disalahkan?",neg,-0.789275,113.921,Indonesia
Gamal_Albinsaid,"Feb,27","Ada ayah bangun jalan tol, lalu ia pulang, ia kaget 1 dari 3 anaknya gagal tumbuh, kelaparan di rumahnya level serius, keluargapun berhutang ke banyak RS, 1 dari 3 anaknya tak memiliki improved sanitation, 1 dari 4 anaknya tak memiliki air minum yang aman. Mohon bimbingannya. twitter.com/budimandjatmikâ€¦",neg,-7.96662,112.633,Malang Kota Malang Jawa Timur Indonesia
GerakanEmas2030,"Feb,26","Untuk membangun era keemasan bangsa kita butuh generasi emas, generasi yang sehat, cerdas, berkhlak mulia, kreatif dan kompetitif. Sesuatu yang sulit diwujudkan karena 1 dari 3 balita Indonesia menderita stunting atau gagal tumbuh akibat kekurangan gizi kronis berkelanjutan.",neg,-0.789275,113.921,Indonesia
suwitasari,"Feb,23","Gagal tumbuh sudah digunakan sbg padanan kata failure to thrive, Uda, kriterianya berdasarkan berat badan. Sedangkan stunting berdasarkan tinggi badan. Jd tidak bisa disamakan... Ada jg istilah 'perawakan pendek' tapi ini lebih umum. Stunting khusus malnutrisi",neg,-0.789275,113.921,Indonesia
cakbambangelf,"Feb,23","Drpd ""Gagal Tumbuh"", menurut saya Stunting lebih pas kalau diartikan sbg ""Gangguan Pertumbuhan"".",neg,-8.490169999999999,115.265,Jalan Suweta Bentuyung Sakti Kecamatan Ubud Kabupaten Gianyar Bali Indonesia 80571
GerakanEmas2030,"Feb,22","Sudah 73 tahun kita merdeka, pemimpin datang dan pergi silih berganti. Namun masih tingginya anak-anak gagal tumbuh akibat kekurangan gizi berkelanjutan atau stunting menunjukkan masih rendahnya kehadiran negara dalam menyehatkan bangsanya. pic.twitter.com/c5L7Y55EcK",neg,-0.789275,113.921,Indonesia
Desty007,"Feb,14","Hal yang harus diperhatikan mengenai Stunting :
1. Merupakan dampak Malnutrisi pada bayi yang bersifat permanen.
2. Deteksi dini risiko gagal tumbuh sudah harus diterapkan sejak awal pemberian ASI.
#cegahstunting #fightingstunting pic.twitter.com/OxWiiCwnf4",neg,-6.23827,106.976,Kota Bekasi Kota Bekasi Jawa Barat Indonesia
ellynurul,"Feb,14","Stunting adalah kondisi gagal tumbuh pada anak pada tubuh dan otak, akibat kekurangan gizi dalam waktu yang lama atau malnutrisi kronik.

Stunting mengakibatkan anak bukan hanya sekedar tubuh pendek, jg memiliki gangguan kecerdasan.

@KemenkesRI
#FightingStunting #CegahStunting pic.twitter.com/ST6QJy1iKW",neg,-0.789275,113.921,Indonesia
Desty007,"Mar,31","#PentingCegahStunting 
Hal yang harus diperhatikan mengenai Stunting :
1. Merupakan dampak Malnutrisi pada bayi yang bersifat permanen.
2. Deteksi dini risiko gagal tumbuh sudah harus diterapkan sejak awal pemberian ASI.",neg,-6.23827,106.976,Kota Bekasi Kota Bekasi Jawa Barat Indonesia
st_nurjanahh,"Mar,31","Permasalahan gizi hingga kini masih menjadi tantangan bagi masyarakat kita, tidak sedikit anak Indonesia yang seharusnya memiliki tingkat kecerdasan tinggi justru mengalami gagal tumbuh alias stunting akibat kekurangan gizi kronis
#PentingCegahStunting",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
katanatara,"Mar,31","What...?!  Ada yang ga ngerti apa itu stunting...?!  Oceh gini,  gampangnya aja nih ya,  stunting itu adalah kasus gagal Tumbuh ke atas gitu deh, alias pendek

#PentingCegahStunting",neg,-6.23827,106.976,Kota Bekasi Kota Bekasi Jawa Barat Indonesia
GerakanEmas2030,"Mar,27",Ada 9 juta anak Indonesia penderita stunting atau gagal tumbuh akibat kekurangan gizi kronis berkelanjutan. Jumlah besar yang bisa kita kurangi dengan menyisihkan sebagian rejeki untuk memperbaiki nutrisi seorang anak demi mengembalikan senyum dan menyelamatkan masa depan mereka. pic.twitter.com/QRW6vgfqc5,neg,-0.789275,113.921,Indonesia
Loyalis_sandi02,"Mar,23","GEGARA DIA EROR, UTANG MEMBENGKAK..!
akibatnya:
- Beban Rakyat semakin tinggi.
- Banyak Balita Stunting.
- Ekonomi Gagal Tumbuh 7%

#INAelectionObserverSOS
#JokowiMarahCyn
#RakyatDitekanRakyatMelawan pic.twitter.com/nSOKO8j5DY",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
ZYXLamb,"Mar,23",Haechaaaaaan... Kamu itu anak yg membuat aku merasa gagal tumbuh di rl.. Kurang ajar kamu yaaaaa,neg,0.0,0.0,
GerakanEmas2030,"Mar,21",Sungguh ironis di negeri yang subur seperti Indonesia stunting menjamur. Fenomena gagal tumbuh akibat kekurangan gizi kronis berkelanjutan itu menimpa 9 juta atau lebih dari 30% balita Indonesia. Padahal sumber nutrisi begitu melimpah dan bisa kita peroleh dengan mudah dan murah. pic.twitter.com/dtWMmuOLln,neg,-0.789275,113.921,Indonesia
GerakanEmas2030,"Mar,20",Tingginya angka stunting atau gagal tumbuh akibat kekurangan gizi kronis berkelanjutan yang menimpa lebih dari 30% anak Indonesia sungguh menyedihkan sekaligus mengejutkan karena kita tidak menyadari sebelumnya. Fenomena yang seolah menyibak  misteri rendahnya daya saing bangsa. pic.twitter.com/UzQpiIv8Qo,neg,-0.789275,113.921,Indonesia
tempodotco,"Mar,17","Stunting atau gagal tumbuh menjadi salah satu sorotan dari topik kesehatan dalam debat pemilihan presiden dan wakil presiden atau Debat Pilpres 2019 

gaya.tempo.co/read/1186202/dâ€¦",neg,-0.789275,113.921,Indonesia
FMasriati,"Mar,17",Acara gak sampai setengah hari habiskan 18 M dari APBD ya ... Lebih baik dialokasikan pembelian susu dan gizi tambahan untuk anak stunting/gagal tumbuh ... Perampasan hak anak untuk hidup layak ... twitter.com/CebongParno/stâ€¦,neg,0.0,0.0,
romeochat2011,"Mar,08",Gatot ya bang.. gagal total.. ekonomi gagal tumbuh.. kesejahteraan hanya untuk lingkaran jae Dan ketidakadilan utk oposisi Dan rakyat,neg,-37.8822,144.983,Elwood Port Phillip City Victoria Australia 3184
dokterapin,"Mar,05",Nasib jadi anak yang badannya imut. Dianggap gizi kurang atau gagal tumbuh. Langsung dicurigai TB. Dites Mantoux pun positif. Padahal BCG bisa buat Mantoux positif. Mantoux (+) sebenarnya belum tentu sakit. Jadi overdiagnosis ????,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
syifaamaliac,"Mar,05","syifaaliac - Perihal Perasaan Gagal Tumbuh 

Baru satu doang min, nyicil dulu lah hehe twitter.com/StorialCo/statâ€¦",neg,-7.00515,110.438,Semarang Kota Semarang Jawa Tengah Indonesia
dokterapin,"Mar,01","Bolak balik ibu-ibu pada takut anaknya stunting. Pan udah dijelasin: stunting itu pendek (akibat gagal tumbuh). â€œAnaknya rutin diukur tingginya?â€ Tanya saya. â€œEnggak,â€ jawab si Ibu. #tepokjidat ????",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
NetrawatiSh,"Mar,01","Ak resfek gbr knan, yg lihat kbon Jagung dsaat Jagung blm berbuah, phon2 jagung msh hijau. Menggambarkan dia peduli dgn sgl usaha proses pertumbuhan Jagung, apa subur apa gagal tumbuh, klo liat kbon sdh berbuah mah, berarti gak liat cape usaha org, dah dimeja tinggal makan tu mah",neg,-0.789275,113.921,Indonesia
thiraezzz,"Mar,01","Ngeliat temen-temen ku yang udah makeup-an full face, dan ngeliat aku yang cuma pake liptint dibibir mascara di alis. 

Lalu aku merasa gagal tumbuh #20",neg,-0.789275,113.921,Indonesia
rahzasana,"Apr,30","Dalam kuliah praktik kultur jaringan ini saya gagal, stem gagal tumbuh diagar2.",neg,-6.345,106.757,Pondok Cabe Udik Kecamatan Pamulang Kota Tangerang Selatan Banten Indonesia 15418
GerakanEmas2030,"Apr,29",Ada 9 juta anak Indonesia penderita stunting/gagal tumbuh akibat kekurangan gizi kronis berkelanjutan. Jumlah besar yg bs dikurangi dgn langkah kecil menyisihkan sebagian rejeki untuk memperbaiki nutrisi seorang anak demi menyelamatkan masa depan mereka & mencegah penderita baru. pic.twitter.com/sqNuugDtkL,neg,-0.789275,113.921,Indonesia
ambar_DS,"Apr,27","Longtime no see! It was 1 year ago dude! Katanya gw makin kurus, apaan! Gw gagal tumbuh! pic.twitter.com/P7lnRqXtSW",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
EkaJuli51903922,"Apr,26","Ada beberapa masalah yang akan timbul jika si kecil kurang gizi atau gizi buruk.
1. Lamanya proses pemulihan
Diakibatkan oleh ketidakseimbangan kekebalan tubuh.
2. Gangguan perilaku
3. Gagal tumbuh (Failure To Thrive) dan stunting.
#GenerasiMaju
#MombassadorSGMEksplor
#SGMEksplor pic.twitter.com/4VANaPpygu",neg,-0.789275,113.921,Indonesia
painmare,"Apr,19","â€œYaelah bercanda doangâ€
â€œTiban gini doang marahâ€
â€œSensitip amat sihâ€
â€œAlah gitu doangâ€
â€œGini aja marahâ€

Tulung tapuken telenan wong model cambah gagal tumbuh ngono kui",neg,-0.789275,113.921,Indonesia
to_ovanz,"Apr,14","Tentang memori, gagal, tumbuh, patah, bangun, hilang, menunggu, bertahan, berubah, dan semua ketakutan manusia pada umumnya 
#LoveStory",neg,-6.73202,108.552,Cirebon Kota Cirebon Jawa Barat Indonesia
kbaswaja,"Apr,14",Ratusan Hektare Jagung di Ranto Peureulak Gagal Tumbuh Akibat Kemarau bit.ly/2GlzCgD pic.twitter.com/ehFlKA8RYz,neg,-0.789275,113.921,Indonesia
SherlyMam,"Apr,13","???????? HACKER kacangan, itu foto saat UAS berkunjung TVOne awal Desember 2018. 
Kamu gagal tumbuh yaa??????",neg,-0.789275,113.921,Indonesia
benrpmalau,"Apr,13","Oke oce itu jargon memalukan untuk disebutkan di #DebatPilpres2019 Bibitnya saja gagal tumbuh dan berbuah di ladang ibukota, akal sehatnya bispak dong, biar kayak slogan om gerung.",neg,0.538659,116.419,Kalimantan Timur Indonesia
Chachaa__,"Apr,12","Kasian sekali km nak. Belum sempat dikawinin udah mekar dulu.
Kan jd gagal tumbuh kau melonnnnnnnnnn???? pic.twitter.com/wmv516sQSe",neg,-0.789275,113.921,Indonesia
senorembrant,"Apr,09","Awas gagal tumbuh lo..

#PrabowoMenyapaSumsel",neg,-4.04196,103.228,Pagar Alam Kota Pagar Alam Sumatera Selatan Indonesia
GerakanEmas2030,"Apr,05",Ada 9 juta anak-anak Indonesia penderita stunting atau gagal tumbuh akibat kekurangan gizi kronis berkelanjutan. Jumlah besar yang bisa kita kurangi secara signifikan dengan kebijakan pro rakyat dan menggalang partisipasi aktif masyarakat dan kolaborasi dengan dunia usaha untuk.. pic.twitter.com/4cNZnDtK5g,neg,-0.789275,113.921,Indonesia
mediakita_kpppa,"Apr,03","Stunting adalah kondisi gagal tumbuh yang dapat dialami oleh anak-anak yang mendapatkan gizi buruk, terkena infeksi berulang, dan stimulasi psikososialnya tidak memadai. Ini menjadi salah satu masalah kesehatan serius di Indonesia. 
#kesejahteraananak
mediakita.id/2019/04/gentinâ€¦",neg,-0.789275,113.921,Indonesia
yulithea42,"Apr,02","Waspadai stunting pd sikecil ya,Stunting adlh ank gagal tumbuh shingga tbuhnya lbih pndek dr tmn2nya.Kondsi ini trjdi akibat kurangnya asupan nutrisi dn mknan yg brgizi.Bri asupn nutrisi yg cukup agr sikcil tmbuh dg baik #SGMEKsplor #GenerasiMaju #MombassadorSGMEksplor pic.twitter.com/oNS2AuYnPu",neg,-6.26149,106.811,Jakarta Selatan Kota Jakarta Selatan Daerah Khusus Ibukota Jakarta Indonesia
sinarpidie,"May,28",Benih Bawang Merah Program APBN 2018 Gagal Tumbuh di Pidie sinarpidie.co/news/benih-bawâ€¦ pic.twitter.com/L93i8M0PVK,neg,5.0742699999999985,95.941,Kabupaten Pidie Aceh Indonesia
Kabar_Tangsel,"May,22","Mengenal Gagal Tumbuh, Ketika Perkembangan Fisik Anak Terhambat bit.ly/2QefVdI via @kabar_tangsel",neg,-6.283519999999998,106.711,Kota Tangerang Selatan Kota Tangerang Selatan Banten Indonesia
kabar_kepri,"May,22","Kenali Gagal Tumbuh Pada Anak, Ketika Tumbuh Kembang Si Kecil Terhambat | kabarkepri.id/kenali-gagal-tâ€¦ pic.twitter.com/gAwXqZ8wk0",neg,3.94565,108.143,Kepulauan Riau Indonesia
mulanbilqis,"May,22",Gagal tumbuh dan gagal berkembang.,neg,0.0,0.0,
senorissi,"May,22","[] berarti kamu gagal tumbuh, Haejin-ssi? 

Soalnya balik lagi jadi telur. twitter.com/notyxurtype/stâ€¦",neg,37.5185,126.932,380 Yeouidaebang-ro Yeoeuido-dong Yeongdeungpo-gu Seoul Korea Selatan 150-010
Avilla_21,"May,22",Sedih PETRAL gagal tumbuh lagi???? twitter.com/sjafriesjams/sâ€¦,neg,-7.33052,110.508,Salatiga Kota Salatiga Jawa Tengah Indonesia
sudiandoyoVaVic,"May,19","Tentang memori, gagal, tumbuh, patah, bangun, hilang, menunggu, bertahan, berubah, dan semua ketakutan manusia pada umumnya 
#satuDekade pic.twitter.com/Y4K2uycyGd",neg,-6.59715,106.806,Bogor Kampung Parung Jambu Kota Bogor Jawa Barat Indonesia
anitaalbarkah,"May,08","Stunting adalah kondisi gagal tumbuh akibat kekurangan gizi kronis dan stimulasi psikososial serta paparan infeksi berulang terutama dalam 1000 hari pertama kehidupan,yaitu dari janin hingga anak berusia 2 tahun.
Infoâ¬‡ï¸
 @genbestid

#GENBEST#SADARSTUNTING#KOMINFO pic.twitter.com/0e1kH8nZ4q",neg,-6.4058199999999985,106.064,Banten Indonesia
robyparman,"May,02","Kangkung mah gampang bgt besarinnya..
Sawi ni aja yg susah bet nanamnya..
Lihat tu, besarnya gak sama semuaaa..

Daun mint aku gagal tumbuh ????
Ada yg jual bibit daun mint gak di duri ni? ???? pic.twitter.com/sqeda1VsYT",neg,1.25962,101.213,Duri Talang Mandi Kecamatan Mandau Kabupaten Bengkalis Riau Indonesia
mzarifprayugo_,"May,02","Singkirkan semua benalu yang membuatmu gagal tumbuh.
Egois...? Tidak, aku hanya memperjuangkan apa yang dicita2kan.",neg,-7.749689999999998,108.962,Kecamatan Cilacap Selatan Kabupaten Cilacap Jawa Tengah Indonesia
kumparan,"Apr,30","Stunting adalah kondisi gagal tumbuh yang bukan hanya pada tubuh yang pendek, tapi juga kecerdasannya. kumparan.com/@kumparanmom/pâ€¦",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
Viruz_Thoruz,"Jun,26","Apa itu Stunting?

Stunting merupakan kondisi gagal tumbuh pada anak akibat kekurangan gizi kronis di usia 1000 hari pertama.

Tanda - tanda stunting pada anak :
1. Pertumbuhan lambat, badan pendek.
2. Wajah... facebook.com/10000050647601â€¦",neg,-1.61012,103.613,Jambi Kota Jambi Jambi Indonesia
OWeyai,"Jun,23","Dinas Kesehatan Kabupaten Jayawijaya, Provinsi Papua, telah menetapkan delapan lokasi pemberantasan stunting atau masalah kesehatan gagal tumbuh pada manusia.Kepala Dinas Kesehatan Jayawijaya dokter Willy Mambieuw di Wamena ... #Papua pic.twitter.com/xD3hSBJDLx",neg,-1.0381,135.98,Pulau Biak Papua Indonesia
ien_zhaoed,"Jun,21","Salah satu penyebab diri kita ""Gagal Tumbuh"" dan hanya gitu2 saja adalah : Sifat Menuntut keluar diri, bukan menuntut ke dalam diri. 

Orang lain tidak mendukung
Pemberian orang lain kurang
Dukungan orang lain minim... facebook.com/1404939121/posâ€¦",neg,-0.789275,113.921,Indonesia
cubby_ghum,"Jun,20","bahkan ikan pun kena stunting, gagal tumbuh",neg,-0.789275,113.921,Indonesia
anggitwp,"Jun,20","jangan jadikan berbagai istilah (ex:introvert) alasan untuk tidak berkembang

jangan sampai tunas gagal tumbuh, gaskan!",neg,-0.789275,113.921,Indonesia
DitGizi,"Jun,19",Stunting adalah kondisi gagal tumbuh pada balita akibat dari kekurangan gizi kronis sehingga anak terlalu pendek untuk usianya. Kekurangan gizi terjadi sejak bayi dalam kandungan dan pada masa awal setelah anak lahir sampai anak berusia 2 tahun.,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
prstwagt,"Jun,18","Dari 350 betlog sudah ada 15-20 betlog gagal tumbuh misilium 
Sedih sih karna darisana dateng masih basah dan gak ngerti tumbuh misilium atau engga , ya jadi pengalaman deh dan ternyata masih bisa di jadiin pupuk cen gak ada yg sia siaaa :) pic.twitter.com/t089QyBwQI",neg,-7.79558,110.369,Yogyakarta Kota Yogyakarta Daerah Istimewa Yogyakarta Indonesia
ikramullahm,"Jun,18","STUNTING

Apa itu STUNTING?
Kondisi GAGAL TUMBUH pada anak di bawah dua tahun yang disebabkan kekurangan gizi pada waktu yang lama (kronis) sehingga anak lebih pendek untuk usianya. 

(Kekurangan gizi terjadi sejakâ€¦ instagram.com/p/By2KDqKnO-8/â€¦",neg,-6.345,106.757,Pondok Cabe Udik Kecamatan Pamulang Kota Tangerang Selatan Banten Indonesia 15418
ROSDAKARYA,"Jun,16","seperti tidak dilakukan inisiasi menyusu dini dalam satu jam pertama setelah lahir dan pemberian MP-ASI yang terlalu cepat atau terlambat diberikan. Keadaan ini akan membuat daya tahan tubuh lemah, sering sakit, dan gagal tumbuh. 

(5)",neg,-6.91746,107.619,Bandung Kota Bandung Jawa Barat Indonesia
radhanti_,"Jun,16","Tentang memori, patah, bangun, jatuh, gagal, tumbuh, hilang, menunggu, bertahan, berubah, dan semua ketakutan manusia pada umumnya. 

#",neg,-0.789275,113.921,Indonesia
WidoJudarwanto,"Jun,13",Pendekatan Dignostik dan Penanganan Terkini Gagal Tumbuh padaÂ Anak jurnalpediatri.com/2019/06/13/penâ€¦ pic.twitter.com/fOO4JV9cby,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
tripicola,"Jun,08","Tapi ini balik setelah 2 tahun minum jelly gamat, anaknya udah sesek nafas, bengkak, gagal jantung, gagal tumbuh, bahkan yang tadinya ga biru jadi biru, yang artinya pengobatan yg bisa dipilih juga jadi terbatas.",neg,-8.68403,115.158,Seminyak Kecamatan Kuta Utara Kabupaten Badung Bali Indonesia 80361
YayukPutri6,"Jun,07","Hahaha...gagal tumbuh....
Kelainan bawaan ????....",neg,-7.25747,112.752,Surabaya Kota Surabaya Jawa Timur Indonesia
Waafi4,"Jun,03","Detective Conan kapan sih masuk SMP nya, perasaan dari dulu SD terus. Gagal tumbuh tapi kok pinter. Ajaib",neg,-0.789275,113.921,Indonesia
wiriantowidjaya,"Jun,02",Mereka mengalami kasus gagal tumbuh kembang secara psikologi. Ndak bisa menerima kenyataan yang berbeda dengan harapan. Tantrum.,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
sutoto_amerta,"Jul,25","Stunting di Pandeglang mencapai 38% disebabkan perkawinan anak di desa, akibatnya tinggi angka kematian ibu, angka kematian bayi, juga gagal tumbuh, demikian dipaparkan Rektor Universitas Yarsi, Direktur Kemendes, Kepala Dinkes Pandeglang dan Kabid Sosbud Bappeda Pandeglang. pic.twitter.com/SQymw1KXBM",neg,-6.32706,106.117,Pandeglang Kecamatan Pandeglang Kabupaten Pandeglang Banten Indonesia
ndreamon,"Jul,24","Saya ganti beberapa kali sih pas keruh. Tapi memang dibilang klau sampai 8 minggu ga tumbuh, artinya gagal tumbuh",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
ndreamon,"Jul,23","Itu biji sebelah kanan udah 5 minggu ga tumbuh apa2. Saya sudah mikir mau buang aja, mungkin gagal tumbuh. Tapi saya pikir, pertahankan dulu aja.

Pagi ini saya lihat ada ujung akar mulai tumbuh. Bahagia itu sederhana.",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
cimsanasional,"Jul,23","[Hari Anak Nasional 2019: Infografis]
 
Stunting adalah kondisi gagal tumbuh balita akibat kekurangan gizi kronis terutama dalam 1000 hari pertama kehidupan, dari janin hingga usia dua tahun.
Tahukah kamu, bahwa 1 dari 3 anak Indonesia mengalami stunting? pic.twitter.com/snhak27dBx",neg,-0.789275,113.921,Indonesia
gustiputridesti,"Jul,22","Jadi gini, kalau ada 9 bibit ditanam di tanah yang sama dengan perlakuan yang sama, tapi ada 1 bibit yang gagal tumbuh, sedangkan 8 bibit yang lain berhasil.
Kemungkinan yang jelek adalah bibitnya. Bukan tanahnya :)",neg,-1.26507,116.886,Gunung Bahagia Kecamatan Balikpapan Selatan Kota Balikpapan Kalimantan Timur Indonesia 76115
ratrirosdiana,"Jul,20",demi apa kaos yg dibeliin pas SMP sekarang masih muat ???? berasa gagal tumbuh kesamping ????,neg,-6.3875199999999985,107.324,Kutamekar Kecamatan Ciampel Kabupaten Karawang Jawa Barat Indonesia 41363
EndehId,"Jul,18","Trend tingginya kelahiran itu sejalan dengan stunting. Stunting, yang dalam pengertian sederhana diistilahkan â€œgagal tumbuh,â€ adalah kondisi dimana tinggi anak tidak sesuai dengan berat badan berdasarkan usia.
#Ende
endeh.id/berita/detail/â€¦",neg,-8.67629,121.72,Kabupaten Ende Nusa Tenggara Timur Indonesia
ironjeonss,"Jul,16","Aku ga tau bakal gimana bentuk perasaan ini kalo mereka berdua ga debut sama2. Benih aku gagal tumbuh berarti ????????????
#ë°ë ˜ pic.twitter.com/rCdHgzS3Ao",neg,-0.789275,113.921,Indonesia
HRzkia,"Jul,14","Kekonyolan hari ini 

""nah kamu mau teliti gagal tumbuh tapi yg gagal tumbuh ad kamu eksklusi. Gimana?"" 
""lah iya ya dok. Kan gabisa"" 

""kan tentuin sampel dulu baru dapet data. Kok kamu kebalik?"" 
""iyayah dok, kebalik saya hehe""",neg,-2.74105,106.441,Kepulauan Bangka Belitung Indonesia
abbasivnb,"Jul,13",Orang tua harus mengenal gejala stunting pada anak sejak dini. Kondisi gagal tumbuh pada anak balit... mobileduos.com/Parenting/2019â€¦,neg,12.6872,78.6303,Vaniyambadi Vellore Tamil Nadu India
ndreamon,"Jul,10","Tiga minggu lebih! Tapi sekalinya uda muncul akar di bawahnya, dalam hitungan hari cepet tumbuhnya.

Dua yang coba ditumbuhkan, satu gagal tumbuh gatau kenapa. Padahal perlakuannya sama",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
